,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
174,ABU,"        Why you!

(ALADDIN walks over and sits next to JASMINE.)

",696,(ALADDIN walks over and sits next to JASMINE.),"        Why you!

 

",aladdin walk sit next jasmin,aladdin walk sit next jasmin
175,JASMINE,"    My father's forcing me to get married.
",700,,    My father's forcing me to get married. ,father forc get marri,
176,ALADDIN,"    That's--that's awful.  (ABU appears from behind the
        princess and tries to steal the apple.) Abu!

(ABU races up to a higher point, chattering and cursing as he goes.)

",701,"(ABU appears from behind the
        princess and tries to steal the apple.)","    That's--that's awful.  (ABU appears from behind the
        princess and tries to steal the apple.) Abu!

(ABU races up to a higher point, chattering and cursing as he goes.)

",aw abu appear behind princess tri steal appl abu abu race higher point chatter curs goe,abu appear behind princess tri steal appl
177,JASMINE,"    What?
",706,,    What? ,,
178,ALADDIN,"    Abu says that--uh--that's not fair.
",707,,    Abu says that--uh--that's not fair. ,abu say uh not fair,
179,ABU,"        What?
",708,,        What? ,,
180,JASMINE,"    Oh did he?
",709,,    Oh did he? ,oh,
181,ALADDIN,"    Yeah, of course.
",710,,"    Yeah, of course. ",yeah cours,
182,JASMINE,"    And does Abu have anything else to say?
",711,,    And does Abu have anything else to say? ,abu anyth els say,
183,ALADDIN,"    Well, uh, he wishes there was something he could do
        to help.
",712,,"    Well, uh, he wishes there was something he could do         to help. ",well uh wish someth could help,
184,ABU,"        Oh, boy!
",714,,"        Oh, boy! ",oh boy,
185,JASMINE,"    Hmm, tell him that's very sweet.

(ALADDIN and JASMINE have been getting closer and closer, until
    ALADDIN leans in to kiss her.  He is interrupted, however,
    by the GUARDS, who have found them.)

",715,"(ALADDIN and JASMINE have been getting closer and closer, until
    ALADDIN leans in to kiss her.  He is interrupted, however,
    by the GUARDS, who have found them.)","    Hmm, tell him that's very sweet.

(ALADDIN and JASMINE have been getting closer and closer, until
    ALADDIN leans in to kiss her.  He is interrupted, however,
    by the GUARDS, who have found them.)

",hmm tell sweet aladdin jasmin get closer closer aladdin lean kiss interrupt howev guard found,aladdin jasmin get closer closer aladdin lean kiss interrupt howev guard found
186,GUARD,"  Here you are!
",721,,  Here you are! ,,
187,ALADDIN and JASMINE,"    They've found me!  (To each other) They're
                after you?
",722,(To each other),"    They've found me!    They're
                after you?
",found,
188,JASMINE,"    My father must have sent them--
",724,,    My father must have sent them-- ,father must sent,
189,ALADDIN,"    Do you trust me?
",725,,    Do you trust me? ,trust,
190,JASMINE,"    What?
",726,,    What? ,,
191,ALADDIN,"    Do you trust me? (He extends his hand)
",727,(He extends his hand),"    Do you trust me?  
",trust extend hand,extend hand
192,JASMINE,"    Yes. (She takes it.)
",728,(She takes it.),"    Yes.  
",ye take,take
193,ALADDIN,"    Then jump!

(They both jump off the roof, fall and land in a pile of salt.  They
    try to get away, but the exit is blocked by a GUARD.)

",729,"(They both jump off the roof, fall and land in a pile of salt.  They
    try to get away, but the exit is blocked by a GUARD.)","    Then jump!

(They both jump off the roof, fall and land in a pile of salt.  They
    try to get away, but the exit is blocked by a GUARD.)

",jump jump roof fall land pile salt tri get away exit block guard,jump roof fall land pile salt tri get away exit block guard
194,GUARD,"  We just keep running into each other, don't we,
        street rat?

(Again, the GUARD's turban is pulled down by ABU, but more guards are
    here and block the exit.  The first GUARD pulls ABU off his head and
     throws him in a vase.  Three other GUARDS grab ALADDIN.)

",734,"(Again, the GUARD's turban is pulled down by ABU, but more guards are
    here and block the exit.  The first GUARD pulls ABU off his head and
     throws him in a vase.  Three other GUARDS grab ALADDIN.)","  We just keep running into each other, don't we,
        street rat?

(Again, the GUARD's turban is pulled down by ABU, but more guards are
    here and block the exit.  The first GUARD pulls ABU off his head and
     throws him in a vase.  Three other GUARDS grab ALADDIN.)

",keep run street rat guard turban pull abu guard block exit first guard pull abu head throw vase three guard grab aladdin,guard turban pull abu guard block exit first guard pull abu head throw vase three guard grab aladdin
195,GUARD,"  It's the dungeon for you, boy.
",741,,"  It's the dungeon for you, boy. ",dungeon boy,
196,ALADDIN,"    Hey, get off of me!
",742,,"    Hey, get off of me! ",hey get,
197,JASMINE,"    Let go of him.
",743,,    Let go of him. ,let go,
198,GUARD,"  (Not realizing she is the princess) Look what we
        have here, men--a street mouse.  (He throws her
        down.)
",744,(Not realizing she is the princess),"    Look what we
        have here, men--a street mouse.  (He throws her
        down.)
",not realiz princess look men street mous throw,not realiz princess
199,JASMINE,"    (standing up and pulling off the hood of her cloak)
        Unhand him, by order of the princess.

(The GUARDS suddenly stop and bow, forcing ALADDIN to bow as well.)

",747,(standing up and pulling off the hood of her cloak),"     
        Unhand him, by order of the princess.

(The GUARDS suddenly stop and bow, forcing ALADDIN to bow as well.)

",stand pull hood cloak unhand order princess guard suddenli stop bow forc aladdin bow well,stand pull hood cloak
200,GUARD,"  Princess Jasmine.
",752,,  Princess Jasmine. ,princess jasmin,
201,ALADDIN,"    The princess?
",753,,    The princess? ,princess,
202,ABU,"        (peeking out from the vase) The princess?
",754,(peeking out from the vase),"          The princess?
",peek vase princess,peek vase
203,GUARD,"  What are you doing outside the palace?  And with
        this street rat?
",755,,  What are you doing outside the palace?  And with         this street rat? ,outsid palac street rat,
204,JASMINE,"    That's not your concern.  Do as I command.  Release
        him!
",757,,    That's not your concern.  Do as I command.  Release         him! ,not concern command releas,
205,GUARD,"  Well, I would, princess, but my orders come from
        Jafar.  You'll have to take it up with him.

(The GUARDS drag ALADDIN out, bowing as they go.)

",759,"(The GUARDS drag ALADDIN out, bowing as they go.)","  Well, I would, princess, but my orders come from
        Jafar.  You'll have to take it up with him.

 

",well would princess order come jafar take guard drag aladdin bow go,guard drag aladdin bow go
206,JASMINE,"    (getting a very pissed-off look) Believe me, I
        will.

(Cut to int. of palace, JAFAR emerging from his secret chambers.  He
    slides the door shut carefully, but the princess comes storming
    in before he is finished.  He slams it shut, pinning IAGO inside
    the door frame.)

",764,(getting a very pissed-off look),"      Believe me, I
        will.

(Cut to int. of palace, JAFAR emerging from his secret chambers.  He
    slides the door shut carefully, but the princess comes storming
    in before he is finished.  He slams it shut, pinning IAGO inside
    the door frame.)

",get piss look believ cut int palac jafar emerg secret chamber slide door shut care princess come storm finish slam shut pin iago insid door frame,get piss look
207,JASMINE,"    Jafar?
",772,,    Jafar? ,jafar,
208,JAFAR,"  Oh, uh, princess.
",773,,"  Oh, uh, princess. ",oh uh princess,
209,IAGO,"       Awk! Jafar, I'm stuck!
",774,,"       Awk! Jafar, I'm stuck! ",awk jafar stuck,
210,JAFAR,"  How may I be of service to you? (He spreads out his
        cape, hiding the door.)
",775,"(He spreads out his
        cape, hiding the door.)","  How may I be of service to you? (He spreads out his
        cape, hiding the door.)
",may servic spread cape hide door,spread cape hide door
211,JASMINE,"    The guards just took a boy from the market, on your
        orders.
",777,,"    The guards just took a boy from the market, on your         orders. ",guard took boy market order,
212,JAFAR,"  Your father's charged me with keeping peace in
        Agrabah.  The boy was a criminal.
",779,,  Your father's charged me with keeping peace in         Agrabah.  The boy was a criminal. ,father charg keep peac agrabah boy crimin,
213,JASMINE,"    What was the crime?
",781,,    What was the crime? ,crime,
214,IAGO,"       I can't breathe, Jafar!
",782,,"       I can't breathe, Jafar! ",breath jafar,
215,JAFAR,"  Why, kidnapping the princess, of course.
",783,,"  Why, kidnapping the princess, of course. ",kidnap princess cours,
216,IAGO,"       If you could just--(JAFAR kicks him back inside the
        door and it slams shut)--wow, that hurt!
",784,"(JAFAR kicks him back inside the
        door and it slams shut)","       If you could just--(JAFAR kicks him back inside the
        door and it slams shut)--wow, that hurt!
",could jafar kick back insid door slam shut wow hurt,jafar kick back insid door slam shut
217,JASMINE,"    He didn't kidnap me! I ran away!
",786,,    He didn't kidnap me! I ran away! ,kidnap ran away,
218,JAFAR,"  (Walking away as if shocked) Oh, dear!  Oh, why
        frightfully upsetting.  Had I but known.
",787,(Walking away as if shocked),"    Oh, dear!  Oh, why
        frightfully upsetting.  Had I but known.
",walk away shock oh dear oh fright upset known,walk away shock
219,JASMINE,"    What do you mean?
",789,,    What do you mean? ,mean,
220,JAFAR,"  Sadly, the boy's sentence has already been carried
        out.
",790,,"  Sadly, the boy's sentence has already been carried         out. ",sadli boy sentenc alreadi carri,
221,JASMINE,"    What sentence?
",792,,    What sentence? ,sentenc,
222,JAFAR,"  (with a sinister tone)  Death.  (JASMINE gasps.)
        By beheading.
",793,(with a sinister tone),"     Death.  (JASMINE gasps.)
        By beheading.
",sinist tone death jasmin gasp behead,sinist tone
223,JASMINE,"    No!  (She collapses to the floor.)
",795,(She collapses to the floor.),"    No!   
",collaps floor,collaps floor
224,JAFAR,"  I am exceedingly sorry, princess.
",796,,"  I am exceedingly sorry, princess. ",exceedingli sorri princess,
225,JASMINE,"    How could you?  (She runs from the room crying.)

(IAGO finally makes it out through the door.  He flies up and lands on
    JAFAR's shoulder, coughing.)

",797,(She runs from the room crying.),"    How could you?   

(IAGO finally makes it out through the door.  He flies up and lands on
    JAFAR's shoulder, coughing.)

",could run room cri iago final make door fli land jafar shoulder cough,run room cri
226,IAGO,"       So, how did  it go?
",802,,"       So, how did  it go? ",go,
227,JAFAR,"  I think she took it rather well.  (They both get a
        sinister smile on their faces.)

(Diss. to JASMINE at night, crying at the edge of the fountain.  RAJAH
    comes over to comfort her.  She pets him.)

",803,"(They both get a
        sinister smile on their faces.)","  I think she took it rather well.  (They both get a
        sinister smile on their faces.)

(Diss. to JASMINE at night, crying at the edge of the fountain.  RAJAH
    comes over to comfort her.  She pets him.)

",think took rather well get sinist smile face diss jasmin night cri edg fountain rajah come comfort pet,get sinist smile face
228,JASMINE,"    It's all my fault, Rajah.  I didn't even know his
        name.

(Cut to int. of dungeon.  Rats scurry by, and we descend until we see
    ALADDIN chained to the wall.)

",809,"(Cut to int. of dungeon.  Rats scurry by, and we descend until we see
    ALADDIN chained to the wall.)","    It's all my fault, Rajah.  I didn't even know his
        name.

(Cut to int. of dungeon.  Rats scurry by, and we descend until we see
    ALADDIN chained to the wall.)

",fault rajah even know name cut int dungeon rat scurri descend see aladdin chain wall,cut int dungeon rat scurri descend see aladdin chain wall
229,ALADDIN,"    (to himself) She was the princess.  I don't believe
        it.  I must have sounded so stupid to her.
",815,(to himself),"      She was the princess.  I don't believe
        it.  I must have sounded so stupid to her.
",princess believ must sound stupid,
230,ABU,"        (from a distance) Yoo-hoo!  Aladdin? Hello!

(ABU appears at the window at the top of the dungeon.)

",817,(from a distance),"          Yoo-hoo!  Aladdin? Hello!

(ABU appears at the window at the top of the dungeon.)

",distanc yoo hoo aladdin hello abu appear window top dungeon,distanc
231,ALADDIN,"    Abu!  Down here!  Hey, c'mon--help me outta these.

(ABU stops, then begins chattering wildly, dropping to the ground.  He
     wraps a cloth around his head and makes his eyes big in an
     imitation of the princess.)

",821,"(ABU stops, then begins chattering wildly, dropping to the ground.  He
     wraps a cloth around his head and makes his eyes big in an
     imitation of the princess.)","    Abu!  Down here!  Hey, c'mon--help me outta these.

(ABU stops, then begins chattering wildly, dropping to the ground.  He
     wraps a cloth around his head and makes his eyes big in an
     imitation of the princess.)

",abu hey c mon help outta abu stop begin chatter wildli drop ground wrap cloth around head make eye big imit princess,abu stop begin chatter wildli drop ground wrap cloth around head make eye big imit princess
232,ALADDIN,"    Hey, she was in trouble.  Ah, she was worth it.

(ABU jumps up on ALADDIN's shoulders and pulls a small set of tools
    out of his pocket, then frees ALADDIN.)

",827,"(ABU jumps up on ALADDIN's shoulders and pulls a small set of tools
    out of his pocket, then frees ALADDIN.)","    Hey, she was in trouble.  Ah, she was worth it.

(ABU jumps up on ALADDIN's shoulders and pulls a small set of tools
    out of his pocket, then frees ALADDIN.)

",hey troubl ah worth abu jump aladdin shoulder pull small set tool pocket free aladdin,abu jump aladdin shoulder pull small set tool pocket free aladdin
233,ABU,"        Yeah, yeah, yeah.
",832,,"        Yeah, yeah, yeah. ",yeah yeah yeah,
234,ALADDIN,"    Don't worry, Abu.  I'll never see her again.  I'm a
        street rat, remember, and there's a law. She's
        gotta marry a prince, she deserves it.

(ABU finally frees ALADDIN's hands.)

",833,(ABU finally frees ALADDIN's hands.),"    Don't worry, Abu.  I'll never see her again.  I'm a
        street rat, remember, and there's a law. She's
        gotta marry a prince, she deserves it.

 

",worri abu never see street rat rememb law gotta marri princ deserv abu final free aladdin hand,abu final free aladdin hand
235,ABU,"        Ta da!
",839,,        Ta da! ,ta da,
236,ALADDIN,"    (Rubbing his wrists) I'm a--I'm a fool
",840,(Rubbing his wrists),"      I'm a--I'm a fool
",rub wrist fool,rub wrist
237,OLD MAN,"    You're only a fool if you give up, boy.

(We see an OLD MAN sitting in the corner that neither ALADDIN nor ABU
    have seen before.)

",841,"(We see an OLD MAN sitting in the corner that neither ALADDIN nor ABU
    have seen before.)","    You're only a fool if you give up, boy.

(We see an OLD MAN sitting in the corner that neither ALADDIN nor ABU
    have seen before.)

",fool give boy see old man sit corner neither aladdin abu seen,see old man sit corner neither aladdin abu seen
238,ALADDIN,"    Who are you?
",846,,    Who are you? ,,
239,OLD MAN,"    A lowly prisoner, like yourself.  But together,
        perhaps we can be more.
",847,,"    A lowly prisoner, like yourself.  But together,         perhaps we can be more. ",lowli prison like togeth perhap,
240,ALADDIN,"    I'm listening.
",849,,    I'm listening. ,listen,
241,OLD MAN,"    There is a cave, boy.  A cave of wonders.  Filled
        with treasures beyond your wildest dreams.
        Treasure enough to impress even your princess, I'd
        wager.

(Listeners will note that the OLD MAN pronounced the word
    'princess' as ""prin-CESS"" rather than the standard pronunciation
     of ""PRIN-cess.""   The OLD MAN turns his back, and IAGO sticks
    his head out of JAFAR's ""old man"" disguise.)

",850,"(Listeners will note that the OLD MAN pronounced the word
    'princess' as ""prin-CESS"" rather than the standard pronunciation
     of ""PRIN-cess.""   The OLD MAN turns his back, and IAGO sticks
    his head out of JAFAR's ""old man"" disguise.)","    There is a cave, boy.  A cave of wonders.  Filled
        with treasures beyond your wildest dreams.
        Treasure enough to impress even your princess, I'd
        wager.

(Listeners will note that the OLD MAN pronounced the word
    'princess' as ""prin-CESS"" rather than the standard pronunciation
     of ""PRIN-cess.""   The OLD MAN turns his back, and IAGO sticks
    his head out of JAFAR's ""old man"" disguise.)

",cave boy cave wonder fill treasur beyond wildest dream treasur enough impress even princess wager listen note old man pronounc word princess prin cess rather standard pronunci prin cess old man turn back iago stick head jafar old man disguis,listen note old man pronounc word princess prin cess rather standard pronunci prin cess old man turn back iago stick head jafar old man disguis
242,IAGO,"       Jafar, can ya hurry it up?  I'm dyin' in here!
",860,,"       Jafar, can ya hurry it up?  I'm dyin' in here! ",jafar ya hurri dyin,
243,ALADDIN,"    But the law says that only a prince can marry--
",861,,    But the law says that only a prince can marry-- ,law say princ marri,
244,OLD MAN,"    You've heard of the golden rule, haven't you boy?
        Whoever has the gold makes the rules.(He grins,
        showing a hideously bad mouth.)
",862,"(He grins,
        showing a hideously bad mouth.)","    You've heard of the golden rule, haven't you boy?
        Whoever has the gold makes the rules.(He grins,
        showing a hideously bad mouth.)
",heard golden rule boy whoever gold make rule grin show hideous bad mouth,grin show hideous bad mouth
245,ALADDIN,"    So why would you share all of this wonderful
        treasure with me?
",865,,    So why would you share all of this wonderful         treasure with me? ,would share wonder treasur,
246,OLD MAN,"    I need a young man with strong legs and a strong
        back to go in after it.
",867,,    I need a young man with strong legs and a strong         back to go in after it. ,need young man strong leg strong back go,
247,ALADDIN,"    Ah, one problem.  It's out there, we're in here?

(The OLD MAN walks to a wall and pushes open a hidden exit.)

",869,(The OLD MAN walks to a wall and pushes open a hidden exit.),"    Ah, one problem.  It's out there, we're in here?

 

",ah one problem old man walk wall push open hidden exit,old man walk wall push open hidden exit
248,OLD MAN,"    Mmm, mmm, mmm.,  Things aren't always what they
        seem.  So, do we have a deal?

(ALADDIN looks at ABU, who shrugs his shoulders.)

",873,"(ALADDIN looks at ABU, who shrugs his shoulders.)","    Mmm, mmm, mmm.,  Things aren't always what they
        seem.  So, do we have a deal?

 

",mmm mmm mmm thing alway seem deal aladdin look abu shrug shoulder,aladdin look abu shrug shoulder
249,ABU,"        Oh, hmm.

(Cut to desert scene.  We see ALADDIN leading a horse with the
    OLD MAN and ABU on it.  Diss. to cave of wonders.)

",878,"(Cut to desert scene.  We see ALADDIN leading a horse with the
    OLD MAN and ABU on it.  Diss. to cave of wonders.)","        Oh, hmm.

(Cut to desert scene.  We see ALADDIN leading a horse with the
    OLD MAN and ABU on it.  Diss. to cave of wonders.)

",oh hmm cut desert scene see aladdin lead hors old man abu diss cave wonder,cut desert scene see aladdin lead hors old man abu diss cave wonder
250,CAVE,"       Who disturbs my slumber?
",883,,       Who disturbs my slumber? ,disturb slumber,
251,ALADDIN,"    It is I, Aladdin.
",884,,"    It is I, Aladdin. ",aladdin,
252,CAVE,"       Proceed.  Touch nothing but the lamp.

(The cave opens up with a roar, and a staircase appears in front of
    ALADDIN. )

",885,"(The cave opens up with a roar, and a staircase appears in front of
    ALADDIN. )","       Proceed.  Touch nothing but the lamp.

(The cave opens up with a roar, and a staircase appears in front of
    ALADDIN. )

",proceed touch noth lamp cave open roar staircas appear front aladdin,cave open roar staircas appear front aladdin
253,OLD MAN,"    Remember, boy--first fetch me the lamp, and then
        you shall have your reward.
",890,,"    Remember, boy--first fetch me the lamp, and then         you shall have your reward. ",rememb boy first fetch lamp shall reward,
254,ALADDIN,"    C'mon, Abu.  (to ABU hiding under the shoulder of
        his vest.)

(ALADDIN begins to descend the staircase.  He reaches the bottom
    and enters a golden chamber filled with treasure.)

",892,"(to ABU hiding under the shoulder of
        his vest.)","    C'mon, Abu.  (to ABU hiding under the shoulder of
        his vest.)

(ALADDIN begins to descend the staircase.  He reaches the bottom
    and enters a golden chamber filled with treasure.)

",c mon abu abu hide shoulder vest aladdin begin descend staircas reach bottom enter golden chamber fill treasur,abu hide shoulder vest
255,ALADDIN,"    Would ya look at that!
",898,,    Would ya look at that! ,would ya look,
256,ABU,"        Uh oh!
",899,,        Uh oh! ,uh oh,
257,ALADDIN,"    Just a handful of this stuff would make me richer
        than the sultan!

(ABU peeks out, sees the treasure, then bolts for it.)

",900,"(ABU peeks out, sees the treasure, then bolts for it.)","    Just a handful of this stuff would make me richer
        than the sultan!

 

",hand stuff would make richer sultan abu peek see treasur bolt,abu peek see treasur bolt
258,ALADDIN,"    Abu!

(ABU stops in mid run, hovering over a rug on the floor.)

",905,"(ABU stops in mid run, hovering over a rug on the floor.)","    Abu!

 

",abu abu stop mid run hover rug floor,abu stop mid run hover rug floor
259,ALADDIN,"    Don't...touch...anything!  We gotta find that lamp.

(They begin to make their way through the room when the CARPET rises
    off the floor and begins following them.  ABU gets the feeling
    they're being followed.)

",909,"(They begin to make their way through the room when the CARPET rises
    off the floor and begins following them.  ABU gets the feeling
    they're being followed.)","    Don't...touch...anything!  We gotta find that lamp.

(They begin to make their way through the room when the CARPET rises
    off the floor and begins following them.  ABU gets the feeling
    they're being followed.)

",touch anyth gotta find lamp begin make way room carpet rise floor begin follow abu get feel follow,begin make way room carpet rise floor begin follow abu get feel follow
260,ABU,"        Huh?

(He turns, and the CARPET lies flat on the floor.  He continues, and
    the CARPET begins to follow again.  Again, ABU turns back, but the
     CARPET is rolled up and leaning against a pile of treasure. ABU
     runs to ALADDIN and tugs his pant leg.)

",915,"(He turns, and the CARPET lies flat on the floor.  He continues, and
    the CARPET begins to follow again.  Again, ABU turns back, but the
     CARPET is rolled up and leaning against a pile of treasure. ABU
     runs to ALADDIN and tugs his pant leg.)","        Huh?

(He turns, and the CARPET lies flat on the floor.  He continues, and
    the CARPET begins to follow again.  Again, ABU turns back, but the
     CARPET is rolled up and leaning against a pile of treasure. ABU
     runs to ALADDIN and tugs his pant leg.)

",huh turn carpet lie flat floor continu carpet begin follow abu turn back carpet roll lean pile treasur abu run aladdin tug pant leg,turn carpet lie flat floor continu carpet begin follow abu turn back carpet roll lean pile treasur abu run aladdin tug pant leg
261,ABU,"        Aladdin!  Aladdin!
",922,,        Aladdin!  Aladdin! ,aladdin aladdin,
262,ALADDIN,"    Abu, will ya knock it off?

(Again the CARPET follows, but this time, when ABU turns, the carpet
    jumps to the other side.  It reaches down with a tassel and pulls
    ABU's tail.  When ABU jumps around, CARPET again goes to the other
     side.  This time, ABU lands in a karate stance.  CARPET reaches
    down and plucks ABU's hat off, then puts it on himself.  ABU sits
    thinking for a second, until CARPET waves a tassel in front of his
     face.  ABU and CARPET both jump scared, and run away.  ABU tackles
     ALADDIN and turns his head to look at the CARPET.)

",923,"(Again the CARPET follows, but this time, when ABU turns, the carpet
    jumps to the other side.  It reaches down with a tassel and pulls
    ABU's tail.  When ABU jumps around, CARPET again goes to the other
     side.  This time, ABU lands in a karate stance.  CARPET reaches
    down and plucks ABU's hat off, then puts it on himself.  ABU sits
    thinking for a second, until CARPET waves a tassel in front of his
     face.  ABU and CARPET both jump scared, and run away.  ABU tackles
     ALADDIN and turns his head to look at the CARPET.)","    Abu, will ya knock it off?

(Again the CARPET follows, but this time, when ABU turns, the carpet
    jumps to the other side.  It reaches down with a tassel and pulls
    ABU's tail.  When ABU jumps around, CARPET again goes to the other
     side.  This time, ABU lands in a karate stance.  CARPET reaches
    down and plucks ABU's hat off, then puts it on himself.  ABU sits
    thinking for a second, until CARPET waves a tassel in front of his
     face.  ABU and CARPET both jump scared, and run away.  ABU tackles
     ALADDIN and turns his head to look at the CARPET.)

",abu ya knock carpet follow time abu turn carpet jump side reach tassel pull abu tail abu jump around carpet goe side time abu land karat stanc carpet reach pluck abu hat put abu sit think second carpet wave tassel front face abu carpet jump scare run away abu tackl aladdin turn head look carpet,carpet follow time abu turn carpet jump side reach tassel pull abu tail abu jump around carpet goe side time abu land karat stanc carpet reach pluck abu hat put abu sit think second carpet wave tassel front face abu carpet jump scare run away abu tackl aladdin turn head look carpet
263,ALADDIN,"    Abu, what are you--crazy?

(The CARPET peeks out from behind a pile of treasure.)

",934,(The CARPET peeks out from behind a pile of treasure.),"    Abu, what are you--crazy?

 

",abu crazi carpet peek behind pile treasur,carpet peek behind pile treasur
264,ALADDIN,"    A magic carpet!  C'mon.  C'mon out.  I'm not gonna
        hurt you.

(The CARPET slowly comes out, shyly, then picks up ABU's hat and dusts
    it off.  It flies over to ALADDIN and hands the hat to ABU next to
     him.  ABU screeches, and jumps onto ALADDIN's shoulder.)

",938,"(The CARPET slowly comes out, shyly, then picks up ABU's hat and dusts
    it off.  It flies over to ALADDIN and hands the hat to ABU next to
     him.  ABU screeches, and jumps onto ALADDIN's shoulder.)","    A magic carpet!  C'mon.  C'mon out.  I'm not gonna
        hurt you.

(The CARPET slowly comes out, shyly, then picks up ABU's hat and dusts
    it off.  It flies over to ALADDIN and hands the hat to ABU next to
     him.  ABU screeches, and jumps onto ALADDIN's shoulder.)

",magic carpet c mon c mon not gonna hurt carpet slowli come shyli pick abu hat dust fli aladdin hand hat abu next abu screech jump onto aladdin shoulder,carpet slowli come shyli pick abu hat dust fli aladdin hand hat abu next abu screech jump onto aladdin shoulder
265,ALADDIN,"    Take it easy, Abu.  He's not gonna bite.

(The CARPET again picks up ABU's hat and hands it to him.  ABU shakes
    his fist and screeches at it.  CARPET begins to walk away, ""sadly."")

",945,"(The CARPET again picks up ABU's hat and hands it to him.  ABU shakes
    his fist and screeches at it.  CARPET begins to walk away, ""sadly."")","    Take it easy, Abu.  He's not gonna bite.

(The CARPET again picks up ABU's hat and hands it to him.  ABU shakes
    his fist and screeches at it.  CARPET begins to walk away, ""sadly."")

",take easi abu not gonna bite carpet pick abu hat hand abu shake fist screech carpet begin walk away sadli,carpet pick abu hat hand abu shake fist screech carpet begin walk away sadli
266,ALADDIN,"    Hey, wait a minute.  Don't go.  Maybe you can help
        us.  (CARPET looks back, excited. It then flies
        over and wraps around the pair.)  Hey, whoa!  You
        see, we're trying to find this lamp.  (CARPET
        motions for them to follow it.)  I think he knows
        where it is.

(They pass through a long cave, until they emerge in a giant
    underground cavern.  In the centre of the room is a tall pillar,
     with a staircase going up to it.  It is surrounded by water
     with unevenly placed stones forming a bridge.  At the top of
    the pillar is a beam of light.  ALADDIN begins to cross the bridge.)

",950,"(CARPET looks back, excited. It then flies
        over and wraps around the pair.)","    Hey, wait a minute.  Don't go.  Maybe you can help
        us.  (CARPET looks back, excited. It then flies
        over and wraps around the pair.)  Hey, whoa!  You
        see, we're trying to find this lamp.  (CARPET
        motions for them to follow it.)  I think he knows
        where it is.

(They pass through a long cave, until they emerge in a giant
    underground cavern.  In the centre of the room is a tall pillar,
     with a staircase going up to it.  It is surrounded by water
     with unevenly placed stones forming a bridge.  At the top of
    the pillar is a beam of light.  ALADDIN begins to cross the bridge.)

",hey wait minut go mayb help us carpet look back excit fli wrap around pair hey whoa see tri find lamp carpet motion follow think know pass long cave emerg giant underground cavern centr room tall pillar staircas go surround water unevenli place stone form bridg top pillar beam light aladdin begin cross bridg,carpet look back excit fli wrap around pair
267,ALADDIN,"    Wait here!
",963,,    Wait here! ,wait,
268,ABU,"        Oh.  Huh?

(ABU sees a shrine with a golden monkey.  The outstretched paws hold a
    giant ruby.  ABU is hypnotically drawn to it.   ALADDIN climbs the
     stairs quickly.  CARPET sees ABU and grabs his tail trying in vain
     to hold him back.  ALADDIN finally reaches the MAGIC LAMP.)

",964,"(ABU sees a shrine with a golden monkey.  The outstretched paws hold a
    giant ruby.  ABU is hypnotically drawn to it.   ALADDIN climbs the
     stairs quickly.  CARPET sees ABU and grabs his tail trying in vain
     to hold him back.  ALADDIN finally reaches the MAGIC LAMP.)","        Oh.  Huh?

(ABU sees a shrine with a golden monkey.  The outstretched paws hold a
    giant ruby.  ABU is hypnotically drawn to it.   ALADDIN climbs the
     stairs quickly.  CARPET sees ABU and grabs his tail trying in vain
     to hold him back.  ALADDIN finally reaches the MAGIC LAMP.)

",oh huh abu see shrine golden monkey outstretch paw hold giant rubi abu hypnot drawn aladdin climb stair quickli carpet see abu grab tail tri vain hold back aladdin final reach magic lamp,abu see shrine golden monkey outstretch paw hold giant rubi abu hypnot drawn aladdin climb stair quickli carpet see abu grab tail tri vain hold back aladdin final reach magic lamp
269,ALADDIN,"    This is it?  This is what we came all the way down
        here to--  (He looks down and sees ABU break free
        of CARPET's hold and lunge toward the jewel.)  Abu-
        NO!

(ABU grabs the jewel.  There is a rumbling and the room begins to
    shake.)

",971,"(He looks down and sees ABU break free
        of CARPET's hold and lunge toward the jewel.)","    This is it?  This is what we came all the way down
        here to--  (He looks down and sees ABU break free
        of CARPET's hold and lunge toward the jewel.)  Abu-
        NO!

(ABU grabs the jewel.  There is a rumbling and the room begins to
    shake.)

",came way look see abu break free carpet hold lung toward jewel abu abu grab jewel rumbl room begin shake,look see abu break free carpet hold lung toward jewel
270,CAVE VOICE," Infidels!
",979,, Infidels! ,infidel,
271,ABU,"            Uh oh!
",980,,            Uh oh! ,uh oh,
