,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
192,Frollo,"        And yet, for all of my success, they have thrived.  I
               believe they have a safe haven, within the walls of this
               very city.  A nest, if you will.  They call it the Court
               of Miracles.

",698,,"        And yet, for all of my success, they have thrived.  I                believe they have a safe haven, within the walls of this                very city.  A nest, if you will.  They call it the Court                of Miracles.  ",yet success thrive believ safe within wall citi nest call court miracl,
193,Phoebus,"       What are we going to do about it, sir?

(Frollo slams the tile back down upside down, and turns it, crushing the
remainder of the ants.)

",703,"(Frollo slams the tile back down upside down, and turns it, crushing the
remainder of the ants.)","       What are we going to do about it, sir?

(Frollo slams the tile back down upside down, and turns it, crushing the
remainder of the ants.)

",go sir frollo slam tile back upsid turn crush remaind ant,frollo slam tile back upsid turn crush remaind ant
194,Phoebus,"       You make your point quite vividly, Captain.

",708,,"       You make your point quite vividly, Captain.  ",make point quit vividli captain,
195,Frollo,"        You know, I like you captain. Shall we?

(He begins to leave, when the crowd below begins to cheer loudly.)

",710,"(He begins to leave, when the crowd below begins to cheer loudly.)","        You know, I like you captain. Shall we?

 

",know like captain shall begin leav crowd begin cheer loudli,begin leav crowd begin cheer loudli
196,Frollo,"        Oh, duty calls.  Have you ever attended a peasant
               festival, Captain?

",714,,"        Oh, duty calls.  Have you ever attended a peasant                festival, Captain?  ",oh duti call ever attend peasant festiv captain,
197,Frollo,"        Not recently, sir.

",717,,"        Not recently, sir.  ",not recent sir,
198,Frollo,"        Then this should be quite an education for you.  Come
               along.

(We descend to ground level, and see Quasimodo climbing down the side of
the cathedral.  He wanders into the crowd, as an oncoming group of
people begin to sing.)

",719,"(We descend to ground level, and see Quasimodo climbing down the side of
the cathedral.  He wanders into the crowd, as an oncoming group of
people begin to sing.)","        Then this should be quite an education for you.  Come
               along.

(We descend to ground level, and see Quasimodo climbing down the side of
the cathedral.  He wanders into the crowd, as an oncoming group of
people begin to sing.)

",quit educ come along descend ground level see quasimodo climb side cathedr wander crowd oncom group peopl begin sing,descend ground level see quasimodo climb side cathedr wander crowd oncom group peopl begin sing
199,People,"        COME ONE!  COME ALL!
               LEAVE YOUR LOOMS AND MILKING STOOLS
               COOP THE HENS AND PEN THE MULES!
               COME ONE!  COME ALL!
               CLOSE THE CHURCHES AND THE SCHOOLS!
               IT'S THE DAY FOR BREAKING RULES!
               COME AND JOIN THE FEAST...OF...

",726,,        COME ONE!  COME ALL!                LEAVE YOUR LOOMS AND MILKING STOOLS                COOP THE HENS AND PEN THE MULES!                COME ONE!  COME ALL!                CLOSE THE CHURCHES AND THE SCHOOLS!                IT'S THE DAY FOR BREAKING RULES!                COME AND JOIN THE FEAST...OF...  ,come one come leav loom milk stool coop hen pen mule come one come close church school day break rule come join feast,
200,Clopin,"        FOOLS!

               ONCE A YEAR WE THROW A PARTY HERE IN TOWN
               ONCE A YEAR WE TURN ALL PARIS UPSIDE DOWN
               EVERY MAN'S A KING AND EVERY KING'S A CLOWN
               ONCE AGAIN, IT'S TOPSY TURVY DAY!

               IT'S THE DAY THE DEVIL IN US GETS RELEASED
               IT'S THE DAY WE MOCK THE PRIG AND SHOCK THE PRIEST
               EVERYTHING IS TOPSY TURVY AT THE FEAST OF FOOLS!

(Quasimodo is working his way through the crowd, but he can't escape
Clopin, who seems to be singing to Quasimodo.)

",734,"(Quasimodo is working his way through the crowd, but he can't escape
Clopin, who seems to be singing to Quasimodo.)","        FOOLS!

               ONCE A YEAR WE THROW A PARTY HERE IN TOWN
               ONCE A YEAR WE TURN ALL PARIS UPSIDE DOWN
               EVERY MAN'S A KING AND EVERY KING'S A CLOWN
               ONCE AGAIN, IT'S TOPSY TURVY DAY!

               IT'S THE DAY THE DEVIL IN US GETS RELEASED
               IT'S THE DAY WE MOCK THE PRIG AND SHOCK THE PRIEST
               EVERYTHING IS TOPSY TURVY AT THE FEAST OF FOOLS!

(Quasimodo is working his way through the crowd, but he can't escape
Clopin, who seems to be singing to Quasimodo.)

",fool year throw parti town year turn pari upsid everi man king everi king clown topsi turvi day day devil us get releas day mock prig shock priest everyth topsi turvi feast fool quasimodo work way crowd escap clopin seem sing quasimodo,quasimodo work way crowd escap clopin seem sing quasimodo
201,Crowd,"         TOPSY TURVY!

",748,,         TOPSY TURVY!  ,topsi turvi,
202,Clopin,"        EVERYTHING IS UPSY-DAISY!

",750,,        EVERYTHING IS UPSY-DAISY!  ,everyth upsi daisi,
203,Crowd,"         TOPSY TURVY!

",752,,         TOPSY TURVY!  ,topsi turvi,
204,Clopin,"        EVERYONE IS ACTING CRAZY
               DROSS IS GOLD AND WEEDS ARE A BOUQUET
               THAT'S THE WAY ON TOPSY TURVY DAY!

(Quasimodo, having joined a chorus line of dancers, is shoved away,
through a curtain and comes crashing into the dressing tent of
Esmeralda.)

",754,"(Quasimodo, having joined a chorus line of dancers, is shoved away,
through a curtain and comes crashing into the dressing tent of
Esmeralda.)","        EVERYONE IS ACTING CRAZY
               DROSS IS GOLD AND WEEDS ARE A BOUQUET
               THAT'S THE WAY ON TOPSY TURVY DAY!

(Quasimodo, having joined a chorus line of dancers, is shoved away,
through a curtain and comes crashing into the dressing tent of
Esmeralda.)

",everyon act crazi dross gold weed bouquet way topsi turvi day quasimodo join choru line dancer shove away curtain come crash dress tent esmeralda,quasimodo join choru line dancer shove away curtain come crash dress tent esmeralda
205,Esmeralda,"     Hey!  Are you all right?

",762,,     Hey!  Are you all right?  ,hey right,
206,Quasimodo,"     I didn't mean to...I'm sorry.

",764,,     I didn't mean to...I'm sorry.  ,mean sorri,
207,Esmeralda,"     You're not hurt, are you?  Here, here, let's see.

",766,,"     You're not hurt, are you?  Here, here, let's see.  ",not hurt let see,
208,Quasimodo,"     No, no, no!

(Esmeralda tries to pull the hood away from Quasi's face, and he is
unsuccessful at stopping her.  Djali, upon seeing Quasi's face, sneers.
Esmeralda, however, doesn't flinch.)

",768,"(Esmeralda tries to pull the hood away from Quasi's face, and he is
unsuccessful at stopping her.  Djali, upon seeing Quasi's face, sneers.
Esmeralda, however, doesn't flinch.)","     No, no, no!

(Esmeralda tries to pull the hood away from Quasi's face, and he is
unsuccessful at stopping her.  Djali, upon seeing Quasi's face, sneers.
Esmeralda, however, doesn't flinch.)

",esmeralda tri pull hood away quasi face unsuccess stop djali upon see quasi face sneer esmeralda howev flinch,esmeralda tri pull hood away quasi face unsuccess stop djali upon see quasi face sneer esmeralda howev flinch
209,Esmeralda,"     There.  See, no harm done.  Just try to be a little more
               careful.

",774,,"     There.  See, no harm done.  Just try to be a little more                careful.  ",see harm done tri littl care,
210,Quasimodo,"     I--I--I will.

(He starts to leave.)

",777,(He starts to leave.),"     I--I--I will.

 

",start leav,start leav
211,Esmeralda,"     By the way, great mask!

(As Quasi exits, we return to the celebration outside.)

",781,"(As Quasi exits, we return to the celebration outside.)","     By the way, great mask!

 

",way great mask quasi exit return celebr outsid,quasi exit return celebr outsid
212,Crowd,"         TOPSY TURVY!

",785,,         TOPSY TURVY!  ,topsi turvi,
213,Clopin & Crowd,"BEAT THE DRUMS AND BLOW THE TRUMPETS!

",787,,BEAT THE DRUMS AND BLOW THE TRUMPETS!  ,beat drum blow trumpet,
214,Crowd,"         TOPSY TURVY!

",789,,         TOPSY TURVY!  ,topsi turvi,
215,Clopin & Crowd,"JOIN THE BUMS AND THIEVES AND STRUMPETS
               STREAMING IN FROM CHARTRES TO CALAIS

",791,,JOIN THE BUMS AND THIEVES AND STRUMPETS                STREAMING IN FROM CHARTRES TO CALAIS  ,join bum thiev strumpet stream chartr calai,
216,Clopin,"        SCURVY KNAVES ARE EXTRA SCURVY
               ON THE SIXTH OF ""JANUERVY""

",794,,"        SCURVY KNAVES ARE EXTRA SCURVY                ON THE SIXTH OF ""JANUERVY""  ",scurvi knave extra scurvi sixth januervi,
217,Clopin & Crowd,"ALL BECAUSE IT'S TOPSY TURVY DAY!

(As Judge Claude Frollo, Phoebus, and the guards enter the scene, Clopin
jumps onstage to present Esmeralda.)

",797,"(As Judge Claude Frollo, Phoebus, and the guards enter the scene, Clopin
jumps onstage to present Esmeralda.)","ALL BECAUSE IT'S TOPSY TURVY DAY!

(As Judge Claude Frollo, Phoebus, and the guards enter the scene, Clopin
jumps onstage to present Esmeralda.)

",topsi turvi day judg claud frollo phoebu guard enter scene clopin jump onstag present esmeralda,judg claud frollo phoebu guard enter scene clopin jump onstag present esmeralda
218,Clopin,"        COME ONE!  COME ALL!
               HURRY, HURRY, HERE'S YOUR CHANCE
               SEE THE MYSTERY AND ROMANCE
               COME ONE!  COME ALL!
               SEE THE FINEST GIRL IN FRANCE
               MAKE AN ENTRANCE TO ENTRANCE
               DANCE LA ESMERALDA...DANCE!

(On the last word, Clopin disappears in a puff of smoke, and Esmeralda
appears in his place.  She proceeds to perform a sultry dance.)

",802,"(On the last word, Clopin disappears in a puff of smoke, and Esmeralda
appears in his place.  She proceeds to perform a sultry dance.)","        COME ONE!  COME ALL!
               HURRY, HURRY, HERE'S YOUR CHANCE
               SEE THE MYSTERY AND ROMANCE
               COME ONE!  COME ALL!
               SEE THE FINEST GIRL IN FRANCE
               MAKE AN ENTRANCE TO ENTRANCE
               DANCE LA ESMERALDA...DANCE!

(On the last word, Clopin disappears in a puff of smoke, and Esmeralda
appears in his place.  She proceeds to perform a sultry dance.)

",come one come hurri hurri chanc see mysteri romanc come one come see finest girl franc make entranc entranc danc la esmeralda danc last word clopin disappear puff smoke esmeralda appear place proce perform sultri danc,last word clopin disappear puff smoke esmeralda appear place proce perform sultri danc
219,Frollo,"        (To Phoebus) Look at that disgusting display.
",813,(To Phoebus),"          Look at that disgusting display.
",phoebu look disgust display,phoebu
220,Phoebus,"       (Enthusiastically) Yes, sir!

(She continues to dance.  She pulls out a handkerchief and wraps it
around Frollo's head playfully, using it to pull him closer.  She moves
in to kiss him, but jumps away at the last moment.  Frollo yanks the
handkerchief off his head.)

",814,(Enthusiastically),"         Yes, sir!

(She continues to dance.  She pulls out a handkerchief and wraps it
around Frollo's head playfully, using it to pull him closer.  She moves
in to kiss him, but jumps away at the last moment.  Frollo yanks the
handkerchief off his head.)

",enthusiast ye sir continu danc pull handkerchief wrap around frollo head play use pull closer move kiss jump away last moment frollo yank handkerchief head,enthusiast
221,Clopin,"        And now, ladies and gentlemen, the piece de
               resistance!

               HERE IT IS, THE MOMENT YOU'VE BEEN WAITING FOR!
               HERE IT IS, YOU KNOW EXACTLY WHAT'S IN STORE!
               NOW'S THE TIME WE LAUGH UNTIL OUR SIDES GET SORE!
               NOW'S THE TIME WE CROWN THE KING OF FOOLS!

               You all remember last year's king!?!

(Last year's king, carried on the shoulders of the crowd, belches
loudly)

",821,"(Last year's king, carried on the shoulders of the crowd, belches
loudly)","        And now, ladies and gentlemen, the piece de
               resistance!

               HERE IT IS, THE MOMENT YOU'VE BEEN WAITING FOR!
               HERE IT IS, YOU KNOW EXACTLY WHAT'S IN STORE!
               NOW'S THE TIME WE LAUGH UNTIL OUR SIDES GET SORE!
               NOW'S THE TIME WE CROWN THE KING OF FOOLS!

               You all remember last year's king!?!

(Last year's king, carried on the shoulders of the crowd, belches
loudly)

",ladi gentlemen piec de resist moment wait know exactli store time laugh side get sore time crown king fool rememb last year king last year king carri shoulder crowd belch loudli,last year king carri shoulder crowd belch loudli
222,Clopin,"        SO MAKE A FACE THAT'S HORRIBLE AND FRIGHTENING
               MAKE A FACE AS GRUESOME AS A GARGOYLE'S WING

(Hugo is watching from far above)

",834,(Hugo is watching from far above),"        SO MAKE A FACE THAT'S HORRIBLE AND FRIGHTENING
               MAKE A FACE AS GRUESOME AS A GARGOYLE'S WING

 

",make face horribl frighten make face gruesom gargoyl wing hugo watch far,hugo watch far
223,Hugo,"          Hey!


",839,,          Hey!   ,hey,
224,Clopin,"        FOR THE FACE THAT'S UGLIEST WILL BE THE KING OF FOOLS!
               WHY?

",842,,        FOR THE FACE THAT'S UGLIEST WILL BE THE KING OF FOOLS!                WHY?  ,face ugliest king fool,
225,Crowd,"         TOPSY TURVY!

",845,,         TOPSY TURVY!  ,topsi turvi,
226,Clopin,"        UGLY FOLKS, FORGET YOUR SHYNESS!

",847,,"        UGLY FOLKS, FORGET YOUR SHYNESS!  ",ugli folk forget shyness,
227,Crowd,"         TOPSY TURVY!

",849,,         TOPSY TURVY!  ,topsi turvi,
228,Clopin,"        YOU COULD SOON BE CALLED YOUR HIGHNESS!

",851,,        YOU COULD SOON BE CALLED YOUR HIGHNESS!  ,could soon call high,
229,Crowd,"         PUT YOUR FOULEST FEATURES ON DISPLAY
               BE THE KING OF TOPSY TURVY DAY!

(Clopin has been pulling contestants onto the stage.  Esmeralda pulls
Quasimodo to the stage.  Esmeralda works her way down the line, ripping
off masks and revealing the ugly faces underneath.  The festivities
continue until Esmeralda reaches Quasi.  She tries to pull Quasi's mask
off, but soon realises that it's not a mask.)

",853,"(Clopin has been pulling contestants onto the stage.  Esmeralda pulls
Quasimodo to the stage.  Esmeralda works her way down the line, ripping
off masks and revealing the ugly faces underneath.  The festivities
continue until Esmeralda reaches Quasi.  She tries to pull Quasi's mask
off, but soon realises that it's not a mask.)","         PUT YOUR FOULEST FEATURES ON DISPLAY
               BE THE KING OF TOPSY TURVY DAY!

(Clopin has been pulling contestants onto the stage.  Esmeralda pulls
Quasimodo to the stage.  Esmeralda works her way down the line, ripping
off masks and revealing the ugly faces underneath.  The festivities
continue until Esmeralda reaches Quasi.  She tries to pull Quasi's mask
off, but soon realises that it's not a mask.)

",put foulest featur display king topsi turvi day clopin pull contest onto stage esmeralda pull quasimodo stage esmeralda work way line rip mask reveal ugli face underneath festiv continu esmeralda reach quasi tri pull quasi mask soon realis not mask,clopin pull contest onto stage esmeralda pull quasimodo stage esmeralda work way line rip mask reveal ugli face underneath festiv continu esmeralda reach quasi tri pull quasi mask soon realis not mask
230,Man 1,"         That's no mask!

",862,,         That's no mask!  ,mask,
231,Woman 1,"       It's his face!

",864,,       It's his face!  ,face,
232,Woman 2,"       He's hideous!

",866,,       He's hideous!  ,hideou,
233,Man 2,"         It's the bell ringer from Notre Dame!

(Quasi, realising that people are disgusted by him, is devastated.
Frollo realises that the only man left standing on stage is Quasimodo.
Clopin, trying to keep things festive, jumps in.)

",868,"(Quasi, realising that people are disgusted by him, is devastated.
Frollo realises that the only man left standing on stage is Quasimodo.
Clopin, trying to keep things festive, jumps in.)","         It's the bell ringer from Notre Dame!

(Quasi, realising that people are disgusted by him, is devastated.
Frollo realises that the only man left standing on stage is Quasimodo.
Clopin, trying to keep things festive, jumps in.)

",bell ringer notr dame quasi realis peopl disgust devast frollo realis man left stand stage quasimodo clopin tri keep thing festiv jump,quasi realis peopl disgust devast frollo realis man left stand stage quasimodo clopin tri keep thing festiv jump
234,Clopin,"        Ladies and gentlemen, don't panic.  We asked for the
               ugliest face in Paris, and here he is!  Quasimodo, the
               hunchback of Notre Dame!

(Upon hearing Clopin, the crowd once again grows festive, and Clopin
crowns Quasimodo the King of Fools.)

",874,"(Upon hearing Clopin, the crowd once again grows festive, and Clopin
crowns Quasimodo the King of Fools.)","        Ladies and gentlemen, don't panic.  We asked for the
               ugliest face in Paris, and here he is!  Quasimodo, the
               hunchback of Notre Dame!

(Upon hearing Clopin, the crowd once again grows festive, and Clopin
crowns Quasimodo the King of Fools.)

",ladi gentlemen panic ask ugliest face pari quasimodo hunchback notr dame upon hear clopin crowd grow festiv clopin crown quasimodo king fool,upon hear clopin crowd grow festiv clopin crown quasimodo king fool
235,Crowd,"         ONCE A YEAR, WE THROW A PARTY HERE IN TOWN
Clopin:                                       HAIL TO THE KING!
Clopin:                                       HAIL TO THE KING!

",881,,"         ONCE A YEAR, WE THROW A PARTY HERE IN TOWN Clopin:                                       HAIL TO THE KING! Clopin:                                       HAIL TO THE KING!  ",year throw parti town clopin hail king clopin hail king,
236,Crowd,"         ONCE A YEAR, WE TURN ALL PARIS UPSIDE DOWN
Clopin:                                       OH WHAT A KING!
Clopin:                                       OH WHAT A KING!

",884,,"         ONCE A YEAR, WE TURN ALL PARIS UPSIDE DOWN Clopin:                                       OH WHAT A KING! Clopin:                                       OH WHAT A KING!  ",year turn pari upsid clopin oh king clopin oh king,
237,Crowd,"         ONCE A YEAR THE UGLIEST WILL WEAR A CROWN
Clopin:                                       GIRLS, GIVE A KISS
Clopin:                                       GIRLS, GIVE A KISS

",887,,"         ONCE A YEAR THE UGLIEST WILL WEAR A CROWN Clopin:                                       GIRLS, GIVE A KISS Clopin:                                       GIRLS, GIVE A KISS  ",year ugliest wear crown clopin girl give kiss clopin girl give kiss,
238,Crowd,"         ONCE A YEAR ON TOPSY TURVY DAY
Clopin:                                WE'VE NEVER HAD A KING LIKE THIS
Clopin:                                WE'VE NEVER HAD A KING LIKE THIS

",890,,         ONCE A YEAR ON TOPSY TURVY DAY Clopin:                                WE'VE NEVER HAD A KING LIKE THIS Clopin:                                WE'VE NEVER HAD A KING LIKE THIS  ,year topsi turvi day clopin never king like clopin never king like,
239,All,"           AND IT'S THE DAY WE DO THE THINGS THAT WE DEPLORE
               ON THE OTHER THREE-HUNDRED-AND-SIXTY-FOUR
               ONCE A YEAR WE LOVE TO DROP IN
               WHERE THE BEER IS NEVER STOPPIN'
               FOR THE CHANCE TO POP SOME POPINJAY
               AND PICK A KING WHO'LL PUT THE TOP
               IN TOPSY...TURVY...DAY      (TOPSY TURVY)
                   (MAD AND CRAZY, UPSY-DAISY TOPSY TURVY DAY!)

(From above, the Gargoyles whoop and cheer, while down on the ground,
the crowd chants ""Quas-i-mod-o!""  To the side, Guards 1 and 2 are
watching.)

",893,(TOPSY TURVY),"           AND IT'S THE DAY WE DO THE THINGS THAT WE DEPLORE
               ON THE OTHER THREE-HUNDRED-AND-SIXTY-FOUR
               ONCE A YEAR WE LOVE TO DROP IN
               WHERE THE BEER IS NEVER STOPPIN'
               FOR THE CHANCE TO POP SOME POPINJAY
               AND PICK A KING WHO'LL PUT THE TOP
               IN TOPSY...TURVY...DAY       
                   (MAD AND CRAZY, UPSY-DAISY TOPSY TURVY DAY!)

(From above, the Gargoyles whoop and cheer, while down on the ground,
the crowd chants ""Quas-i-mod-o!""  To the side, Guards 1 and 2 are
watching.)

",day thing deplor three hundr sixti four year love drop beer never stoppin chanc pop popinjay pick king put top topsi turvi day topsi turvi mad crazi upsi daisi topsi turvi day gargoyl whoop cheer ground crowd chant qua mod side guard watch,topsi turvi
240,Guard 2,"       You think he's ugly now?  Watch this!

(He throws a tomato at Quasi, hitting him square in the face.  The crowd
quickly goes quiet.)

",906,"(He throws a tomato at Quasi, hitting him square in the face.  The crowd
quickly goes quiet.)","       You think he's ugly now?  Watch this!

(He throws a tomato at Quasi, hitting him square in the face.  The crowd
quickly goes quiet.)

",think ugli watch throw tomato quasi hit squar face crowd quickli goe quiet,throw tomato quasi hit squar face crowd quickli goe quiet
241,Guard 2,"       Now that's ugly!

",911,,       Now that's ugly!  ,ugli,
242,Guard 3,"       (Mockingly)  Hail to the king!

(He throws another tomato.  Soon, Quasi is being pelted with produce of
all kinds.  Shouts come from all directions.  Quasi is soon lassoed and
tied down on a rotating platform.  He is spun around, as onlookers
continue their torment.  He sees Frollo watching and shouts for help.)

",913,(Mockingly),"          Hail to the king!

(He throws another tomato.  Soon, Quasi is being pelted with produce of
all kinds.  Shouts come from all directions.  Quasi is soon lassoed and
tied down on a rotating platform.  He is spun around, as onlookers
continue their torment.  He sees Frollo watching and shouts for help.)

",mockingli hail king throw anoth tomato soon quasi pelt produc kind shout come direct quasi soon lasso tie rotat platform spun around onlook continu torment see frollo watch shout help,mockingli
243,Quasimodo,"     Master!  Master, please! Help me!

(Phoebus has seen enough.)

",920,(Phoebus has seen enough.),"     Master!  Master, please! Help me!

 

",master master pleas help phoebu seen enough,phoebu seen enough
244,Phoebus,"       Sir, request permission to stop this cruelty.

",924,,"       Sir, request permission to stop this cruelty.  ",sir request permiss stop cruelti,
245,Frollo,"        In just a moment, Captain.  A lesson needs to be
               learned here.

(As soon as he's said this, the crowd gasps and goes silent.  Phoebus
and Frollo look up to the stage and see Esmeralda ascending the steps.
She kneels next to Quasimodo.)

",926,"(As soon as he's said this, the crowd gasps and goes silent.  Phoebus
and Frollo look up to the stage and see Esmeralda ascending the steps.
She kneels next to Quasimodo.)","        In just a moment, Captain.  A lesson needs to be
               learned here.

(As soon as he's said this, the crowd gasps and goes silent.  Phoebus
and Frollo look up to the stage and see Esmeralda ascending the steps.
She kneels next to Quasimodo.)

",moment captain lesson need learn soon said crowd gasp goe silent phoebu frollo look stage see esmeralda ascend step kneel next quasimodo,soon said crowd gasp goe silent phoebu frollo look stage see esmeralda ascend step kneel next quasimodo
246,Esmeralda,"     Don't be afraid.  I'm sorry.  This wasn't supposed to
               happen.

",933,,     Don't be afraid.  I'm sorry.  This wasn't supposed to                happen.  ,afraid sorri suppos happen,
247,Frollo,"        You!  Gypsy girl!  Get down at once!

",936,,        You!  Gypsy girl!  Get down at once!  ,gypsi girl get,
248,Esmeralda,"     Yes, your honour.  Just as soon as I free this poor
               creature.

",938,,"     Yes, your honour.  Just as soon as I free this poor                creature.  ",ye honour soon free poor creatur,
249,Frollo,"        I forbid it!

(She whips out a knife and cuts the ropes holding Quasi.)

",941,(She whips out a knife and cuts the ropes holding Quasi.),"        I forbid it!

 

",forbid whip knife cut rope hold quasi,whip knife cut rope hold quasi
250,Frollo,"        How dare you defy me!

",945,,        How dare you defy me!  ,dare defi,
251,Esmeralda,"     You mistreat this poor boy the same way you mistreat my
               people.  You speak of justice, yet you are cruel to those
               most in need of your help.

",947,,"     You mistreat this poor boy the same way you mistreat my                people.  You speak of justice, yet you are cruel to those                most in need of your help.  ",mistreat poor boy way mistreat peopl speak justic yet cruel need help,
252,Frollo,"        Silence!

",951,,        Silence!  ,silenc,
253,Esmeralda,"     Justice!

",953,,     Justice!  ,justic,
254,Frollo,"        Mark my words, gypsy.  You will pay for this insolence.

",955,,"        Mark my words, gypsy.  You will pay for this insolence.  ",mark word gypsi pay insol,
255,Esmeralda,"     Then it appears we've crowned the wrong fool.  The only
               fool I see is you!

",957,,     Then it appears we've crowned the wrong fool.  The only                fool I see is you!  ,appear crown wrong fool fool see,
256,Frollo,"        Captain Phoebus!  Arrest her.

(Phoebus motions for his guards to move in and arrest Esmeralda.  They
surround the stage.)

",960,"(Phoebus motions for his guards to move in and arrest Esmeralda.  They
surround the stage.)","        Captain Phoebus!  Arrest her.

(Phoebus motions for his guards to move in and arrest Esmeralda.  They
surround the stage.)

",captain phoebu arrest phoebu motion guard move arrest esmeralda surround stage,phoebu motion guard move arrest esmeralda surround stage
257,Esmeralda,"     Now, let's see.  (Counting the guards) One, two, three,
four, five, six, seven, eight, nine, ten of you, and one of me.  What's
a poor girl to do?

(She begins to cry, then disappears in an explosion of smoke.)

",965,(Counting the guards),"     Now, let's see.    One, two, three,
four, five, six, seven, eight, nine, ten of you, and one of me.  What's
a poor girl to do?

(She begins to cry, then disappears in an explosion of smoke.)

",let see count guard one two three four five six seven eight nine ten one poor girl begin cri disappear explos smoke,count guard
258,Frollo,"        Witchcraft!

(From another location)

",971,(From another location),"        Witchcraft!

 

",witchcraft anoth locat,anoth locat
259,Esmeralda,"     Oh, boys!  Over here!

(She leads the guards on a wild chase.  At one point, she knocks a large
cage containing an old prisoner to the ground.  It goes rolling away,
until it comes to a stop and the lock breaks open.  He steps out.)

",975,"(She leads the guards on a wild chase.  At one point, she knocks a large
cage containing an old prisoner to the ground.  It goes rolling away,
until it comes to a stop and the lock breaks open.  He steps out.)","     Oh, boys!  Over here!

(She leads the guards on a wild chase.  At one point, she knocks a large
cage containing an old prisoner to the ground.  It goes rolling away,
until it comes to a stop and the lock breaks open.  He steps out.)

",oh boy lead guard wild chase one point knock larg cage contain old prison ground goe roll away come stop lock break open step,lead guard wild chase one point knock larg cage contain old prison ground goe roll away come stop lock break open step
260,Old Prisoner,"  I'm free, I'm free!

(He trips and falls into the stockade, which closes and locks.)

",981,"(He trips and falls into the stockade, which closes and locks.)","  I'm free, I'm free!

 

",free free trip fall stockad close lock,trip fall stockad close lock
261,Old Prisoner,"  Dang it.

(Meanwhile, Esmeralda continues to evade the guards.  At one point, she
and Djali jump on top of the crowd, which carries them away to safety.
Two guards attempt the same move, and the crowd quickly moves away.  She
grabs a helmet from one of the guards, and throws it like a frisbee.  It
hits three guards and knocks them out, before almost chopping Phoebus'
head off.)

",985,"(Meanwhile, Esmeralda continues to evade the guards.  At one point, she
and Djali jump on top of the crowd, which carries them away to safety.
Two guards attempt the same move, and the crowd quickly moves away.  She
grabs a helmet from one of the guards, and throws it like a frisbee.  It
hits three guards and knocks them out, before almost chopping Phoebus'
head off.)","  Dang it.

(Meanwhile, Esmeralda continues to evade the guards.  At one point, she
and Djali jump on top of the crowd, which carries them away to safety.
Two guards attempt the same move, and the crowd quickly moves away.  She
grabs a helmet from one of the guards, and throws it like a frisbee.  It
hits three guards and knocks them out, before almost chopping Phoebus'
head off.)

",dang meanwhil esmeralda continu evad guard one point djali jump top crowd carri away safeti two guard attempt move crowd quickli move away grab helmet one guard throw like frisbe hit three guard knock almost chop phoebu head,meanwhil esmeralda continu evad guard one point djali jump top crowd carri away safeti two guard attempt move crowd quickli move away grab helmet one guard throw like frisbe hit three guard knock almost chop phoebu head
262,Phoebus,"       What a woman!

(Two guards on horseback are chasing Esmeralda.  As she leaps over
Frollo's stand, someone throws the guards a staff.  Each holding onto an
end, the horizontal staff slices through Frollo's stand, sending him
diving for cover.  Esmeralda ascends to the top of a stand, then
promptly disappears.)

",994,"(Two guards on horseback are chasing Esmeralda.  As she leaps over
Frollo's stand, someone throws the guards a staff.  Each holding onto an
end, the horizontal staff slices through Frollo's stand, sending him
diving for cover.  Esmeralda ascends to the top of a stand, then
promptly disappears.)","       What a woman!

(Two guards on horseback are chasing Esmeralda.  As she leaps over
Frollo's stand, someone throws the guards a staff.  Each holding onto an
end, the horizontal staff slices through Frollo's stand, sending him
diving for cover.  Esmeralda ascends to the top of a stand, then
promptly disappears.)

",woman two guard horseback chase esmeralda leap frollo stand someon throw guard staff hold onto end horizont staff slice frollo stand send dive cover esmeralda ascend top stand promptli disappear,two guard horseback chase esmeralda leap frollo stand someon throw guard staff hold onto end horizont staff slice frollo stand send dive cover esmeralda ascend top stand promptli disappear
263,Frollo,"        (To Phoebus)  Find her, Captain!  I want her alive!

",1002,(To Phoebus),"           Find her, Captain!  I want her alive!

",phoebu find captain want aliv,phoebu
264,Phoebus,"       Yes, sir.  Seal off the area, men.  Find the gypsy girl,
               and do not harm her!

(Frollo has ridden over to Quasimodo.  He hangs his head low.)

",1004,(Frollo has ridden over to Quasimodo.  He hangs his head low.),"       Yes, sir.  Seal off the area, men.  Find the gypsy girl,
               and do not harm her!

 

",ye sir seal area men find gypsi girl not harm frollo ridden quasimodo hang head low,frollo ridden quasimodo hang head low
